Date,Date_new,year_new,month_new,day_new,Type,Link
16-09-2022,2022-09-16,2022,9,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6959430732842770432"
16-09-2022,2022-09-16,2022,9,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6973990930995404800"
15-09-2022,2022-09-15,2022,9,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6976162296548986880"
14-09-2022,2022-09-14,2022,9,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6972414835930071040"
14-09-2022,2022-09-14,2022,9,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6975846964449984512"
13-09-2022,2022-09-13,2022,9,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6975178439750283265"
12-09-2022,2022-09-12,2022,9,12,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6974776055307878400"
11-09-2022,2022-09-11,2022,9,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6974678118829613056"
11-09-2022,2022-09-11,2022,9,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6974488254418993152"
08-09-2022,2022-09-08,2022,9,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6973620126893948928"
08-09-2022,2022-09-08,2022,9,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6973555195779670016"
07-09-2022,2022-09-07,2022,9,7,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6973120834869616640"
05-09-2022,2022-09-05,2022,9,5,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971801513354493952?commentUrn=urn%3Ali%3
05-09-2022,2022-09-05,2022,9,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6972390908767997952"
05-09-2022,2022-09-05,2022,9,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6972148794280865792"
05-09-2022,2022-09-05,2022,9,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6972398007157702656"
05-09-2022,2022-09-05,2022,9,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6972176661639299072"
03-09-2022,2022-09-03,2022,9,3,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971736985505869824"
03-09-2022,2022-09-03,2022,9,3,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971525306910142464"
02-09-2022,2022-09-02,2022,9,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971059878769418240"
02-09-2022,2022-09-02,2022,9,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6971088352200601600"
02-09-2022,2022-09-02,2022,9,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6970643192811573248"
29-08-2022,2022-08-29,2022,8,29,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969940981483753472"
29-08-2022,2022-08-29,2022,8,29,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6970004272461557760"
27-08-2022,2022-08-27,2022,8,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969155160493174784"
27-08-2022,2022-08-27,2022,8,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6968429907227938816"
27-08-2022,2022-08-27,2022,8,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6968908164121391104"
27-08-2022,2022-08-27,2022,8,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6969146704671502336"
24-08-2022,2022-08-24,2022,8,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6968053657904828417"
23-08-2022,2022-08-23,2022,8,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967916625538793472"
23-08-2022,2022-08-23,2022,8,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967918054202634240"
23-08-2022,2022-08-23,2022,8,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967302164394184707"
23-08-2022,2022-08-23,2022,8,23,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6967690657419190272"
22-08-2022,2022-08-22,2022,8,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967122058572906497"
22-08-2022,2022-08-22,2022,8,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967392822664544256"
22-08-2022,2022-08-22,2022,8,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6967009539070066688"
20-08-2022,2022-08-20,2022,8,20,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6966693424007655424"
20-08-2022,2022-08-20,2022,8,20,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6966417486959263744"
20-08-2022,2022-08-20,2022,8,20,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6966381791087661056"
16-08-2022,2022-08-16,2022,8,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6965275396489531392"
16-08-2022,2022-08-16,2022,8,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6965161700278833152"
15-08-2022,2022-08-15,2022,8,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6964890098488213504"
14-08-2022,2022-08-14,2022,8,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6964089892368736256"
14-08-2022,2022-08-14,2022,8,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6964111829635596289"
13-08-2022,2022-08-13,2022,8,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6963889758838128640"
12-08-2022,2022-08-12,2022,8,12,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6963740786416906240"
12-08-2022,2022-08-12,2022,8,12,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6963734356846682112"
12-08-2022,2022-08-12,2022,8,12,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6963495812513325058"
10-08-2022,2022-08-10,2022,8,10,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6962962717536137216"
10-08-2022,2022-08-10,2022,8,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6959948112702447616"
10-08-2022,2022-08-10,2022,8,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6958802444571037696"
09-08-2022,2022-08-09,2022,8,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959770977236840448"
09-08-2022,2022-08-09,2022,8,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6962261591987769344"
09-08-2022,2022-08-09,2022,8,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6962659363639492608"
09-08-2022,2022-08-09,2022,8,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6962431182953213952"
09-08-2022,2022-08-09,2022,8,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6962465537943638016"
08-08-2022,2022-08-08,2022,8,8,EMPATHY,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6962451713618296832"
08-08-2022,2022-08-08,2022,8,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6962404413504151553"
03-08-2022,2022-08-03,2022,8,3,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6958226612697911297"
03-08-2022,2022-08-03,2022,8,3,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6960118510282846209"
01-08-2022,2022-08-01,2022,8,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6959892914621562881"
01-08-2022,2022-08-01,2022,8,1,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6959560362773856256"
01-08-2022,2022-08-01,2022,8,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6959385674378612736"
01-08-2022,2022-08-01,2022,8,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6959731901276262400"
30-07-2022,2022-07-30,2022,7,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6958760031802548225"
29-07-2022,2022-07-29,2022,7,29,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6958404851089235968"
28-07-2022,2022-07-28,2022,7,28,INTEREST,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6955774712601874432"
28-07-2022,2022-07-28,2022,7,28,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6958309251006038017"
27-07-2022,2022-07-27,2022,7,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6957908058886799360"
25-07-2022,2022-07-25,2022,7,25,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6957276505626292224"
23-07-2022,2022-07-23,2022,7,23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6956481878082142208?commentUrn=urn%3Ali%3A
23-07-2022,2022-07-23,2022,7,23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6956481878082142208?commentUrn=urn%3Ali%3A
23-07-2022,2022-07-23,2022,7,23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6956481878082142208?commentUrn=urn%3Ali%3A
23-07-2022,2022-07-23,2022,7,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6955046041515671552"
22-07-2022,2022-07-22,2022,7,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6955015329383100416"
22-07-2022,2022-07-22,2022,7,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6952275201875156992"
22-07-2022,2022-07-22,2022,7,22,EMPATHY,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6956150446944071680"
22-07-2022,2022-07-22,2022,7,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6955114935437643776"
18-07-2022,2022-07-18,2022,7,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6954655498541428736"
12-07-2022,2022-07-12,2022,7,12,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6952673693097484290?commentUrn=urn%3Ali%3
02-07-2022,2022-07-02,2022,7,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6948649568645312512"
02-07-2022,2022-07-02,2022,7,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6948890149048975360"
01-07-2022,2022-07-01,2022,7,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6947829008881324033"
01-07-2022,2022-07-01,2022,7,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6947810914020528128"
26-06-2022,2022-06-26,2022,6,26,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6946717061599367168"
26-06-2022,2022-06-26,2022,6,26,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6946442858820177920"
25-06-2022,2022-06-25,2022,6,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6946485634706333696"
24-06-2022,2022-06-24,2022,6,24,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6945255344621133824"
24-06-2022,2022-06-24,2022,6,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6945350478582939648"
18-06-2022,2022-06-18,2022,6,18,EMPATHY,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6943819070999789568"
17-06-2022,2022-06-17,2022,6,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6943205620829347841"
17-06-2022,2022-06-17,2022,6,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6943396924985073665"
16-06-2022,2022-06-16,2022,6,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6942895881935360000"
16-06-2022,2022-06-16,2022,6,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6942468954258821120"
16-06-2022,2022-06-16,2022,6,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6942856595408060416"
16-06-2022,2022-06-16,2022,6,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6942789751691165696"
15-06-2022,2022-06-15,2022,6,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6942755683217858560"
13-06-2022,2022-06-13,2022,6,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6942133147085996032"
13-06-2022,2022-06-13,2022,6,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6942036748222767104"
13-06-2022,2022-06-13,2022,6,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6942031073040039936"
11-06-2022,2022-06-11,2022,6,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6941288498582679552"
11-06-2022,2022-06-11,2022,6,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6937780593522839552"
06-06-2022,2022-06-06,2022,6,6,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6939564033901490176"
06-06-2022,2022-06-06,2022,6,6,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6939154591791886336?commentUrn=urn%3Ali%3A
05-06-2022,2022-06-05,2022,6,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6939154591791886336"
04-06-2022,2022-06-04,2022,6,4,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6938287666987696128"
04-06-2022,2022-06-04,2022,6,4,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6938590443584524288"
31-05-2022,2022-05-31,2022,5,31,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6936731769870114816"
25-05-2022,2022-05-25,2022,5,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6935085922166128640"
23-05-2022,2022-05-23,2022,5,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6934506472420585472"
23-05-2022,2022-05-23,2022,5,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6934112778739662848"
21-05-2022,2022-05-21,2022,5,21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
21-05-2022,2022-05-21,2022,5,21,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
20-05-2022,2022-05-20,2022,5,20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
20-05-2022,2022-05-20,2022,5,20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
18-05-2022,2022-05-18,2022,5,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6932286479918338048"
18-05-2022,2022-05-18,2022,5,18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
18-05-2022,2022-05-18,2022,5,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888"
18-05-2022,2022-05-18,2022,5,18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
18-05-2022,2022-05-18,2022,5,18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
16-05-2022,2022-05-16,2022,5,16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
16-05-2022,2022-05-16,2022,5,16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
16-05-2022,2022-05-16,2022,5,16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
16-05-2022,2022-05-16,2022,5,16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
15-05-2022,2022-05-15,2022,5,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6931250178637127680"
15-05-2022,2022-05-15,2022,5,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931255911206297600"
15-05-2022,2022-05-15,2022,5,15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
15-05-2022,2022-05-15,2022,5,15,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6931156144073637888?commentUrn=urn%3Ali%3A
14-05-2022,2022-05-14,2022,5,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6931262081413324800"
14-05-2022,2022-05-14,2022,5,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6929674040429178880"
14-05-2022,2022-05-14,2022,5,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6926797299847151616"
14-05-2022,2022-05-14,2022,5,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6927828087183155200"
14-05-2022,2022-05-14,2022,5,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6930348668306755584"
14-05-2022,2022-05-14,2022,5,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6930580278084022272"
14-05-2022,2022-05-14,2022,5,14,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6926367869777694720"
23-04-2022,2022-04-23,2022,4,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6922177707178889217"
15-04-2022,2022-04-15,2022,4,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6919139075669069824"
15-04-2022,2022-04-15,2022,4,15,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6919614872204845056"
10-04-2022,2022-04-10,2022,4,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6918077600502362112"
10-04-2022,2022-04-10,2022,4,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8959057835198568720"
05-04-2022,2022-04-05,2022,4,5,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6915903496588288000"
01-04-2022,2022-04-01,2022,4,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6914557242054688768"
27-03-2022,2022-03-27,2022,3,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6913798511121580032"
27-03-2022,2022-03-27,2022,3,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6912788390245466112"
25-03-2022,2022-03-25,2022,3,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6908757690449850368"
25-03-2022,2022-03-25,2022,3,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6909750104476332032"
25-03-2022,2022-03-25,2022,3,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6911721492263096323"
14-03-2022,2022-03-14,2022,3,14,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6908233538655674368"
02-03-2022,2022-03-02,2022,3,2,INTEREST,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902518921170096128"
18-02-2022,2022-02-18,2022,2,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900424914499956736"
11-02-2022,2022-02-11,2022,2,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897792740621697025"
09-02-2022,2022-02-09,2022,2,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6884756170070986752"
09-02-2022,2022-02-09,2022,2,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6895328506495258624"
